true_label,pred_prob,pred_label
0,0.002636854302279518,0
0,6.66903623955232e-05,0
0,0.00559996954304944,0
0,0.6116297493712067,1
0,0.00040442600522951197,0
1,0.9957894052332276,1
1,0.7608618006740128,1
0,0.00444998732661103,0
0,0.00048236022737316563,0
0,0.0019936926066204713,0
0,0.00012503183307187952,0
0,4.132962997810699e-06,0
1,0.915949397297401,1
0,0.009896646899649671,0
0,0.3162526722845835,0
0,0.7406332575607859,1
1,0.11980824001261355,0
1,0.7339354698103594,1
0,0.49775992029346267,0
0,0.05462377698442153,0
1,0.9846403064822106,1
0,0.0006277299258721961,0
0,0.15586680070864703,0
0,1.9634402226775618e-05,0
1,0.894079324443985,1
0,0.8813322810428632,1
0,0.22113725042659668,0
1,0.9691065137583207,1
1,0.9941620026596691,1
0,0.11626713404192707,0
0,0.0004899652953414416,0
1,0.8858541768920726,1
1,0.9388992042035316,1
1,0.8029590304196371,1
0,0.011005525449172398,0
0,0.6379847111704022,1
1,0.9837585739147371,1
0,0.07654428067649723,0
0,0.002539263391368722,0
0,1.1242229653808303e-05,0
0,0.0013223063910748505,0
1,0.8748414323970877,1
0,0.0008685310097176727,0
0,8.131150825413357e-05,0
0,0.044914468983993004,0
1,0.9819509606966863,1
1,0.9861865429835124,1
0,0.09061509293369581,0
0,4.309455827230983e-08,0
0,0.017889229158807543,0
0,0.004265956983897942,0
0,2.453216170867379e-06,0
0,0.021722376640612273,0
0,0.010475503878629937,0
0,2.8395390685914472e-05,0
